index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,Mastery
3085,Class1,1698927376.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,308,5,bab3d23935ae4f8e798c,1.0
3086,Class1,1698927372.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,316,3,bab3d23935ae4f8e798c,1.0
3087,Class1,1698927368.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,bab3d23935ae4f8e798c,1.0
3088,Class1,1698927270.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,324,5,18cdd44af62c6935e7a0,1.0
3089,Class1,1698926951.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,344,3,580e98185da72b5f34cd,0.0
3090,Class1,1698926900.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,204,3,bab3d23935ae4f8e798c,1.0
3091,Class1,1698926891.0,Absolutely_Error,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,480,3,bab3d23935ae4f8e798c,0.0
3092,Class1,1698926874.0,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,364,2,bab3d23935ae4f8e798c,0.5
3093,Class1,1698926868.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,328,3,bab3d23935ae4f8e798c,1.0
3094,Class1,1698926859.0,Absolutely_Error,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,352,3,bab3d23935ae4f8e798c,0.0
3095,Class1,1698926305.0,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_m8vwGkEZc3TSW2xqYUoR,344,4,d0a933a514028d777578,1.0
3096,Class1,1698926057.0,Absolutely_Error,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,320,2,8777bd09f180d330b147,0.0
3097,Class1,1698926046.0,Absolutely_Error,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,360,3,8777bd09f180d330b147,0.0
3098,Class1,1698925850.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,476,3,18cdd44af62c6935e7a0,1.0
3099,Class1,1698925836.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,320,3,8b6d1125760bd3939b6e,1.0
3100,Class1,1698925817.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,404,4,360820d6620d17d1b48b,0.5
3101,Class1,1698925708.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,344,3,360820d6620d17d1b48b,0.5
3102,Class1,1698925698.0,Partially_Correct,2,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,344,3,580e98185da72b5f34cd,0.6666666666666666
3103,Class1,1698925696.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,4,360820d6620d17d1b48b,0.1
3104,Class1,1698925599.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,0,2,360820d6620d17d1b48b,0.1
3105,Class1,1698925554.0,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,628,3,580e98185da72b5f34cd,0.3333333333333333
3106,Class1,1698925463.0,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,324,3,580e98185da72b5f34cd,0.3333333333333333
3107,Class1,1698925326.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,336,2,8b6d1125760bd3939b6e,0.5
3108,Class1,1698925309.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,348,2,bab3d23935ae4f8e798c,1.0
3109,Class1,1698925298.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,468,2,8b6d1125760bd3939b6e,1.0
3110,Class1,1698925291.0,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,344,2,bab3d23935ae4f8e798c,0.5
3111,Class1,1698925253.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,384,3,8b6d1125760bd3939b6e,0.5
3112,Class1,1698925179.0,Error3,0,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,472,3,580e98185da72b5f34cd,0.1
3113,Class1,1698925133.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,3,bab3d23935ae4f8e798c,1.0
3114,Class1,1698925080.0,Absolutely_Error,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,364,2,bab3d23935ae4f8e798c,0.0
3115,Class1,1698925079.0,Error5,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,0,--,580e98185da72b5f34cd,0.1
3116,Class1,1698924655.0,Error6,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,456,3,580e98185da72b5f34cd,0.1
3117,Class1,1698924459.0,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,0,3,580e98185da72b5f34cd,0.1
3118,Class1,1698924103.0,Error6,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,464,3,580e98185da72b5f34cd,0.1
3119,Class1,1698924042.0,Error5,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,0,--,580e98185da72b5f34cd,0.1
3120,Class1,1698923925.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,344,3,8b6d1125760bd3939b6e,0.5
3121,Class1,1698922674.0,Error3,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,340,4,1b25734414fcc7466153,0.1
3122,Class1,1698922628.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,448,3,360820d6620d17d1b48b,0.5
3123,Class1,1698922550.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,324,3,360820d6620d17d1b48b,0.5
3124,Class1,1698922545.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,2,360820d6620d17d1b48b,0.5
3125,Class1,1698922512.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,336,3,360820d6620d17d1b48b,0.5
3126,Class1,1698922509.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,360,3,360820d6620d17d1b48b,0.5
3127,Class1,1698922450.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,2,360820d6620d17d1b48b,0.1
3128,Class1,1698922266.0,Error6,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_Cj9Ya2R7fZd6xs1q5mNQ,456,3,1b25734414fcc7466153,0.1
3129,Class1,1698921876.0,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,308,3,fb4411db1aac3cd2544b,1.0
3130,Class1,1698921005.0,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,324,3,bab3d23935ae4f8e798c,0.5
3131,Class1,1698920961.0,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,0,4,bab3d23935ae4f8e798c,0.1
3132,Class1,1698920860.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,460,4,18cdd44af62c6935e7a0,1.0
3133,Class1,1698920829.0,Error1,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,18cdd44af62c6935e7a0,0.1
3134,Class1,1698920801.0,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,324,3,bab3d23935ae4f8e798c,0.5
3135,Class1,1698920791.0,Partially_Correct,1,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,356,3,1b25734414fcc7466153,0.3333333333333333
3136,Class1,1698920778.0,Partially_Correct,1,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,452,3,1b25734414fcc7466153,0.3333333333333333
3137,Class1,1698920771.0,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,196,3,bab3d23935ae4f8e798c,0.5
3138,Class1,1698920450.0,Partially_Correct,1,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,320,3,1b25734414fcc7466153,0.3333333333333333
3139,Class1,1698920408.0,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,3,1b25734414fcc7466153,0.0
3140,Class1,1698920041.0,Partially_Correct,1,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,324,3,488934d01a504bc212b4,0.3333333333333333
3141,Class1,1698920009.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_BXr9AIsPQhwNvyGdZL57,332,2,18cdd44af62c6935e7a0,1.0
3142,Class1,1698919972.0,Partially_Correct,1,Question_bumGRTJ0c8p4v5D6eHZa,Method_Cj9Ya2R7fZd6xs1q5mNQ,360,3,488934d01a504bc212b4,0.3333333333333333
3143,Class1,1698919870.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,344,3,18cdd44af62c6935e7a0,1.0
3144,Class1,1698919855.0,Error4,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,444,3,18cdd44af62c6935e7a0,0.1
3145,Class1,1698919832.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,316,3,18cdd44af62c6935e7a0,1.0
3146,Class1,1698919763.0,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,328,2,1b25734414fcc7466153,0.3333333333333333
3147,Class1,1698919195.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,332,2,360820d6620d17d1b48b,0.5
3148,Class1,1698917598.0,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,472,3,bab3d23935ae4f8e798c,0.5
3149,Class1,1698917572.0,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,bab3d23935ae4f8e798c,0.1
3150,Class1,1698916395.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,344,4,18cdd44af62c6935e7a0,1.0
3151,Class1,1698916084.0,Absolutely_Correct,3,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_5Q4KoXthUuYz3bvrTDFm,200,3,488934d01a504bc212b4,1.0
3152,Class1,1698915787.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,3,360820d6620d17d1b48b,0.5
3153,Class1,1698915679.0,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_gj1NLb4Jn7URf9K2kQPd,320,3,488934d01a504bc212b4,1.0
3154,Class1,1698915677.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,200,2,360820d6620d17d1b48b,0.5
3155,Class1,1698915148.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,452,3,360820d6620d17d1b48b,0.5
3156,Class1,1698915130.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,336,2,360820d6620d17d1b48b,0.1
3157,Class1,1698915066.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,356,3,360820d6620d17d1b48b,0.1
3158,Class1,1698914922.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_5Q4KoXthUuYz3bvrTDFm,320,3,360820d6620d17d1b48b,0.1
3159,Class1,1698914885.0,Error3,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,472,2,360820d6620d17d1b48b,0.1
3160,Class1,1698913717.0,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,316,2,1b25734414fcc7466153,0.3333333333333333
3161,Class1,1698913695.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,0,1,1b25734414fcc7466153,0.1
3162,Class1,1698913643.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,0,4,1b25734414fcc7466153,0.1
3163,Class1,1698913616.0,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_Cj9Ya2R7fZd6xs1q5mNQ,344,3,18cdd44af62c6935e7a0,1.0
3164,Class1,1698913614.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,0,1,1b25734414fcc7466153,0.1
3165,Class1,1698913441.0,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,320,3,1b25734414fcc7466153,0.3333333333333333
3166,Class1,1698913338.0,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,316,3,1b25734414fcc7466153,0.3333333333333333
3167,Class1,1698913153.0,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_BXr9AIsPQhwNvyGdZL57,324,3,18cdd44af62c6935e7a0,1.0
3168,Class1,1698912806.0,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,3,8b1fbc97391699e46cef,1.0
3169,Class1,1698912780.0,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,204,3,8b1fbc97391699e46cef,0.1
3170,Class1,1698912588.0,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,328,3,18cdd44af62c6935e7a0,1.0
3171,Class1,1698912500.0,Error2,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_gj1NLb4Jn7URf9K2kQPd,328,3,8b1fbc97391699e46cef,0.1
3172,Class1,1698912455.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_gj1NLb4Jn7URf9K2kQPd,188,2,360820d6620d17d1b48b,0.0
3173,Class1,1698912452.0,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,336,2,bab3d23935ae4f8e798c,0.5
3174,Class1,1698912351.0,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,2,18cdd44af62c6935e7a0,1.0
3175,Class1,1698911421.0,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,320,2,18cdd44af62c6935e7a0,1.0
3176,Class1,1698911288.0,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,476,3,18cdd44af62c6935e7a0,1.0
3177,Class1,1698911264.0,Error5,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,0,--,8b1fbc97391699e46cef,0.1
3178,Class1,1698911228.0,Error5,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,0,--,8b1fbc97391699e46cef,0.1
3179,Class1,1698911215.0,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,8b1fbc97391699e46cef,0.1
3180,Class1,1698910928.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,196,2,bab3d23935ae4f8e798c,1.0
3181,Class1,1698910849.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,312,3,bab3d23935ae4f8e798c,0.5
3182,Class1,1698910760.0,Absolutely_Error,0,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_Cj9Ya2R7fZd6xs1q5mNQ,476,3,cd6355bf939a47577f6d,0.0
3183,Class1,1698910713.0,Error1,0,Question_62XbhBvJ8NUSnApgDL94,Method_m8vwGkEZc3TSW2xqYUoR,0,1,18cdd44af62c6935e7a0,0.1
3184,Class1,1698910668.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,324,2,bab3d23935ae4f8e798c,0.5
3185,Class1,1698910594.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,328,3,bab3d23935ae4f8e798c,0.5
3186,Class1,1698910524.0,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,bab3d23935ae4f8e798c,0.1
3187,Class1,1698910451.0,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,bab3d23935ae4f8e798c,0.1
3188,Class1,1698910264.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,200,3,c00c91256ab1777d0dbc,1.0
3189,Class1,1698910235.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,0,4,c00c91256ab1777d0dbc,0.1
3190,Class1,1698909689.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,344,2,c00c91256ab1777d0dbc,1.0
3191,Class1,1698909558.0,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,0,2,a8eea517e36b20757b2e,0.1
3192,Class1,1698909556.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,324,3,c00c91256ab1777d0dbc,0.0
3193,Class1,1698909313.0,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,184,3,a8eea517e36b20757b2e,0.0
3194,Class1,1698909095.0,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_m8vwGkEZc3TSW2xqYUoR,348,2,cd6355bf939a47577f6d,1.0
3195,Class1,1698909019.0,Partially_Correct,1,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,484,3,cd6355bf939a47577f6d,0.3333333333333333
3196,Class1,1698908926.0,Partially_Correct,2,Question_UXqN1F7G3Sbldz02vZne,Method_gj1NLb4Jn7URf9K2kQPd,320,2,cd6355bf939a47577f6d,0.6666666666666666
3197,Class1,1698908668.0,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,348,2,a8eea517e36b20757b2e,0.0
3198,Class1,1698908647.0,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,0,4,a8eea517e36b20757b2e,0.1
3199,Class1,1698908575.0,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,0,5,a8eea517e36b20757b2e,0.1
3200,Class1,1698908493.0,Partially_Correct,1,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,320,3,cd6355bf939a47577f6d,0.3333333333333333
3201,Class1,1698908474.0,Error1,0,Question_UXqN1F7G3Sbldz02vZne,Method_BXr9AIsPQhwNvyGdZL57,0,3,cd6355bf939a47577f6d,0.1
3202,Class1,1698908359.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,336,3,54826f4abf592713d585,1.0
3203,Class1,1698908347.0,Error1,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_m8vwGkEZc3TSW2xqYUoR,0,5,8b1fbc97391699e46cef,0.1
3204,Class1,1698908344.0,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_BXr9AIsPQhwNvyGdZL57,336,3,9ea29e4a747ea4a7c70a,1.0
3205,Class1,1698908331.0,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_m8vwGkEZc3TSW2xqYUoR,616,4,9ea29e4a747ea4a7c70a,1.0
3206,Class1,1698908304.0,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_gj1NLb4Jn7URf9K2kQPd,312,2,c57c5ca2df494f27ca64,1.0
3207,Class1,1698908265.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_gj1NLb4Jn7URf9K2kQPd,348,3,545eb6c8154273344669,1.0
3208,Class1,1698908197.0,Absolutely_Error,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,348,3,545eb6c8154273344669,0.0
3209,Class1,1698908194.0,Partially_Correct,1,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,192,3,9ea29e4a747ea4a7c70a,0.3333333333333333
3210,Class1,1698908098.0,Partially_Correct,2,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,496,2,18cdd44af62c6935e7a0,0.6666666666666666
3211,Class1,1698908060.0,Partially_Correct,2,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,356,3,54826f4abf592713d585,0.6666666666666666
3212,Class1,1698908009.0,Error1,0,Question_UXqN1F7G3Sbldz02vZne,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,9ea29e4a747ea4a7c70a,0.1
3213,Class1,1698907983.0,Error1,0,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,0,3,9ea29e4a747ea4a7c70a,0.1
3214,Class1,1698907941.0,Error1,0,Question_UXqN1F7G3Sbldz02vZne,Method_gj1NLb4Jn7URf9K2kQPd,0,1,9ea29e4a747ea4a7c70a,0.1
3215,Class1,1698907804.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,3,cd6355bf939a47577f6d,1.0
3216,Class1,1698907787.0,Partially_Correct,1,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,332,3,54826f4abf592713d585,0.3333333333333333
3217,Class1,1698907785.0,Partially_Correct,2,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,476,3,18cdd44af62c6935e7a0,0.6666666666666666
3218,Class1,1698907748.0,Error1,0,Question_UXqN1F7G3Sbldz02vZne,Method_m8vwGkEZc3TSW2xqYUoR,0,3,9ea29e4a747ea4a7c70a,0.1
3219,Class1,1698907570.0,Absolutely_Error,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_Cj9Ya2R7fZd6xs1q5mNQ,360,3,cd6355bf939a47577f6d,0.0
3220,Class1,1698907566.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,0,4,e37bbe9fe37f92b785d9,0.1
3221,Class1,1698907554.0,Absolutely_Error,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,324,3,cd6355bf939a47577f6d,0.0
3222,Class1,1698907475.0,Partially_Correct,2,Question_62XbhBvJ8NUSnApgDL94,Method_5Q4KoXthUuYz3bvrTDFm,348,2,18cdd44af62c6935e7a0,0.6666666666666666
3223,Class1,1698907420.0,Error1,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,0,2,e37bbe9fe37f92b785d9,0.1
3224,Class1,1698906850.0,Partially_Correct,1,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,340,3,54826f4abf592713d585,0.3333333333333333
3225,Class1,1698906776.0,Error1,0,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,0,1,54826f4abf592713d585,0.1
3226,Class1,1698906609.0,Error5,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_BXr9AIsPQhwNvyGdZL57,0,--,8b1fbc97391699e46cef,0.1
3227,Class1,1698906594.0,Error5,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,0,--,8b1fbc97391699e46cef,0.1
3228,Class1,1698906551.0,Absolutely_Error,0,Question_UXqN1F7G3Sbldz02vZne,Method_m8vwGkEZc3TSW2xqYUoR,204,2,9ea29e4a747ea4a7c70a,0.0
3229,Class1,1698906508.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,0,1,1b25734414fcc7466153,0.1
3230,Class1,1698906503.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,0,4,1b25734414fcc7466153,0.1
3231,Class1,1698906492.0,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_BXr9AIsPQhwNvyGdZL57,0,1,8b1fbc97391699e46cef,0.1
3232,Class1,1698906424.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,0,1,1b25734414fcc7466153,0.1
